,sent_src,score_src,sum_src,sent_tgt,score_tgt,sum_tgt,score_diff,sum_diff,diff_pos
656,cluster algebras were introduced and studied in a series of articles by fomin and zelevinsky in .,[1 1 0 0 0],2,cluster algebras have been introduced and studied by fomin and zelevinsky in .,[1 0 0 0 0],1,1,1,1
670,"reinforcement learning , which is an online learning method , assists an agent to take a series of optimal actions to the environment , then obtains an instantaneous reward to maximize the cumulative benefit over time .",[0 0 0 0 1],1,reinforcement learning allows agents to interact with the environment by sequentially taking actions and observing rewards to maximize the cumulative reward .,[0 0 0 0 0],0,1,-1,4
673,"however , we are interested mainly in how polarization measures at large angles can improve the reconstruction of the reionization history .",[1 1 0 0 0],2,"in this work , however , we are mainly interested in polarization measures at large angles , to test how they can improve the reconstruction of the reionization history .",[0 1 0 0 0],1,1,1,0
686,the network is trained using adam optimizer as a supervision signal .,[1 1 0 0 0],2,the network is trained with minibatch gradient descent using the adam optimizer .,[0 1 0 0 0],1,1,1,0
691,"recurrent neural networks , as a class of deep convolutional networks , have recently shown great promise in tackling many sequence modelling tasks in machine learning , such as automatic speech recognition .",[0 1 0 0 1],2,"recurrent neural networks , including their improved variant lstm , have shown their excellent capability to memorize long term contexts in time series data , eg , speech recognition .",[0 0 0 0 1],1,1,1,1
693,cluster algebras have been introduced by fomin and zelevinsky in in the context of total positivity and canonical bases in lie theory .,[1 0 0 0 0],1,"fomin and zelevinsky have defined cluster algebras , and developed an interesting and influential theory about this class of algebras .",[0 0 0 0 0],0,1,-1,0
695,"unlike the alexnet architecture , each convolution block is constructed from a conventional 2d convolution layer followed by a batch normalisation layer .",[1 1 0 0 0],2,"s is built by the repetition of two blocks , each defined by a fully connected layer , a batch normalization layer , followed by a fully connected layer with tanh activation functions .",[1 0 0 0 0],1,1,1,1
710,"as a noncommutative analogue of cluster algebras , quantum cluster algebras were defined by berenstein and zelevinsky in .",[1 0 0 0 0],1,"in , berenstein and zelevinsky introduced quantum cluster algebras as a generalization of cluster algebras in the noncommutative setting .",[0 0 0 0 0],0,1,1,0
721,"hence , directed graphs with directed cycles are more appropriate to model such feedback .",[1 1 0 0 0],2,hence directed cyclic graphs are more appropriate to model such feedback .,[0 1 0 0 0],1,1,-1,0
724,multi-task learninghas been successfully applied to various problems .,[1 1 0 0 0],2,neural networks based multi-task learning has been proven effective in many nlp problems .,[0 1 0 0 0],1,1,1,0
725,"recently , visual recognition tasks such as image classification , have been widely studied .",[1 1 0 0 0],2,"in recent years , methods using convolution neural network have been successful in the classification of image recognition .",[0 1 0 0 0],1,1,1,0
727,"to calculate such density matrices , we will also have to make use of the trace operator .",[0 1 0 0 0],1,"to define density matrices on general spacelike slices , we will need to consider partial tracing operations .",[0 0 0 0 0],0,1,-1,1
732,"more specifically , for visual features r vis of a bounding box of an object , we use faster-rcnn .",[0 0 0 1 0],1,"specifically , for visual feature representation , we use the resnet .",[0 0 0 0 0],0,1,-1,3
733,"deep learning has had a tremendous impact in several fields , such as image processing and natural language processing .",[0 1 0 0 0],1,"deep learning has recently garnered considerable interest in the research community , particularly in computer vision and natural language processing .",[0 0 0 0 0],0,1,1,1
735,this resembles the expectation maximization algorithm in nature .,[1 1 0 0 0],2,this can be achieved by the well-known expectation-maximization algorithm .,[1 0 0 0 0],1,1,-1,1
737,"since string theory is a consistent theory of quantum gravity , we can study strings on black hole backgrounds that are asymptotically ads to try and realize that hope .",[0 0 0 1 0],1,"so , we expect that string theory is the best of candidates for consistent quantum gravity theory since string theory is free of the ultraviolet divergences .",[0 0 0 0 0],0,1,1,3
740,"recently , convolutional neural networks have been proved to be capable of dramatically boosting the performance of many mainstream computer vision problems .",[0 1 0 0 0],1,"deep convolutional neural networks achieve impressive performance on many computer vision tasks , including image classification .",[0 0 0 0 0],0,1,-1,1
743,"if gravitino is the lsp , r-parity conservation leads to a long lifetime of the next-to-lsp , which becomes a stable particle in collider scale .",[1 1 0 0 0],2,"the field ψµ is then the supersymmetric partner of the graviton , and for this reason it is called gravitino .",[0 1 0 0 0],1,1,-1,0
750,"the code optimization techniques to auto-vectorize the loop nests , so as to generate simd instructions , require careful analysis of data dependences , memory access patterns , etc .",[0 0 1 0 1],2,"the underlying code optimization techniques in the compilers to auto-vectorize the loop nests require careful analysis of data dependences , memory access patterns , etc .",[0 0 1 0 0],1,1,-1,4
755,neural network-based architectures have recently had great success in significantly advancing the state of the art on challenging image classification and object detection datasets .,[0 1 0 0 0],1,"in recent years , deep convolutional neural networks have demonstrated dramatic improvements in performance for computer vision tasks such as object classification , detection , and segmentation .",[0 0 0 0 0],0,1,1,1
756,deep neural networks have been found to be quite effective for solving problems in the domain of computer vision .,[0 1 0 0 0],1,deep neural networks have set new standards of performance in many machine learning areas such as image classification .,[0 0 0 0 0],0,1,-1,1
765,"pioneering contributions in that direction are hong and li , who coined the names of laplace spectrum and laplace periodogram .",[1 1 0 0 0],2,"pioneering work in this direction has been done by hong and li , who coined the name laplace spectrum .",[0 1 0 0 0],1,1,-1,0
773,"the chemical potential is a function of the band-filling n , the inverse temperature β and the electron hopping energy t .",[1 1 0 0 0],2,"however , again the chemical potential is a valuable source of information .",[0 1 0 0 0],1,1,-1,0
777,generative adversarial networks are one of the main groups of methods used to learn generative models from complicated real-world data .,[1 1 0 0 0],2,generative adversarial networks are a subclass of generative models that have received a lot of attention because of their ability to generate realistic high quality images .,[0 1 0 0 0],1,1,-1,0
780,deep neural networks have been shown to be effective for solving many computer vision tasks .,[0 1 0 0 0],1,convolutional neural networks have shown its great effectiveness in computer vision tasks .,[0 0 0 0 0],0,1,-1,1
782,"though the results for the shear viscosity turned out to be quite robust , all evaluations of the shear and bulk viscosities obtained in the framework of the relaxation time approximation can be considered only as rough estimations .",[1 1 1 1 0],4,"nevertheless , all evaluations of the shear and bulk viscosities obtained in the framework of the relaxation time approximation can be considered only as rough estimations .",[1 1 1 0 0],3,1,-1,3
